position_x,position_y,position_z,tag_id
,,,
0.4581791889408879,0.0752291497649058,0.44510501724085094,1.0
0.45800302218893574,-0.010242475528076273,0.44502604809841506,1.0
0.45822913579635177,-0.10185557117950485,0.4447945318550201,1.0
0.4472937248575621,-0.17080909450135617,0.20089173026433815,1.0
0.4590150459208254,-0.014857066441502316,0.29422864995759224,1.0
0.2972328592106234,0.34650729782898804,0.22965520724702,1.0
0.28294844165413785,0.3632166663916717,0.08022331559228381,1.0
-0.4697102570353897,-0.007044402963062855,0.0573816195447855,1.0
0.2775941422476169,-0.3168244603684033,0.1289041245475909,1.0
0.0964073263817716,0.35417835014691074,-0.13227902844856304,10.0
0.4281983972118165,0.09189983817767568,0.2941136853119193,11.0
0.308540006137314,-0.15233074656595577,0.16726703860203096,12.0
0.3664261903695755,-0.16507960959664383,0.13912929712146324,13.0
0.1210827183825747,-0.329013185225843,-0.10636426008348118,14.0
